filename,IO,Package,Module,Usefor,Explain,filelocation,Question_VE,Question_ARC
marea_congestion_charges.csv,I,VETravelPerformance ,Initialize ,processes and checks user inputs used by several modules in this package,"<p>Specifies freeway and arterial congestion charges by congestion level, Marea, and model run year<br/><hr/><b>Geo:</b> Marears<br/><b>Year:</b> model run years<br/><b>FwyNoneCongChg:</b> Charge per mile (U.S. dollars) of vehicle travel on freeways during periods of no congestion<br/><b>FwyModCongChg:</b> Charge per mile (U.S. dollars) of vehicle travel on freeways during periods of moderate congestion<br/><b>FwyHvyCongChg:</b> Charge per mile (U.S. dollars) of vehicle travel on freeways during periods of heavy congestion<br/><b>FwySevCongChg:</b> Charge per mile (U.S. dollars) of vehicle travel on freeways during periods of severe congestion<br/><b>FwyExtCongChg:</b> Charge per mile (U.S. dollars) of vehicle travel on freeways during periods of extreme congestion<br/><b>ArtNoneCongChg:</b> Charge per mile (U.S. dollars) of vehicle travel on arterials during periods of no congestion<br/><b>ArtModCongChg:</b> Charge per mile (U.S. dollars) of vehicle travel on arterials during periods of moderate congestion<br/><b>ArtHvyCongChg:</b> Charge per mile (U.S. dollars) of vehicle travel on arterials during periods of heavy congestion<br/><b>ArtSevCongChg:</b> Charge per mile (U.S. dollars) of vehicle travel on arterials during periods of severe congestion<br/><b>ArtExtCongChg:</b> Charge per mile (U.S. dollars) of vehicle travel on arterials during periods of extreme congestion</p>",,,
marea_speed_smooth_ecodrive.csv,I,VETravelPerformance ,CalculateMpgMpkwhAdjustments ,"calculates adjustments to fuel economy and electric energy efficiency (for plug-in vehicles) resulting from traffic congestion, speed smoothing (i.e. active traffic management which reduces speed variation), and eco-driving. ","<p>Has user inputs regarding the extent of deployment of freeway and arterial speed smoothing programs and the proportions for drivers of light-duty vehicles and heavy trucks who practice eco-driving by Marea and model run year. <br/><hr/><b>Geo:</b> Mareas<br/><b>Year:</b> model run years<br/><b>FwySmooth:</b>Fractional deployment of speed smoothing traffic management on freeways, where 0 is no deployment and 1 is the full potential fuel savings<br/><b>ArtSmooth:</b> Fractional deployment of speed smoothing traffic management on arterials, where 0 is no deployment and 1 is the full potential fuel savings<br/><b>LdvEcoDrive:</b> Eco-driving penetration for light-duty vehicles; the fraction of vehicles from 0 to 1<br/><b>HvyTrkEcoDrive:</b> Eco-driving penetration for heavy-duty vehicles; the fraction of vehicles from 0 to 1</p>",,,
azone_vehicle_access_times.csv,I,VETravelPerformance ,CalculateVehicleOperatingCost ,calculates vehicle operating costs per mile of travel and uses those costs to determine the proportional split of DVMT among household vehicles. ,<p>Contains user inputs regarding the average access times for owned vehicles and car service vehicles by Azone and model run year.<br/><hr/><b>Geo:</b> Azones<br/><b>Year:</b> model run years<br/><b>OwnedVehAccessTime:</b> Average amount of time in minutes required for access to and egress from a household-owned vehicle for a trip<br/><b>HighCarSvcAccessTime:</b> Average amount of time in minutes required for access to and egress from a high service level car service for a trip<br/><b>LowCarSvcAccessTime:</b> Average amount of time in minutes required for access to and egress from a low service level car service for a trip </p>,,,
azone_fuel_power_cost.csv,I,VETravelPerformance ,CalculateVehicleOperatingCost ,calculates vehicle operating costs per mile of travel and uses those costs to determine the proportional split of DVMT among household vehicles. ,<p>Contains user inputs regarding the unit cost of vehicle fuel and electrical power<br/><hr/><b>Geo:</b> Azones<br/><b>Year:</b> model run years<br/><b>FuelCost:</b> Retail cost of fuel per gas gallon equivalent in dollars<br/><b>PowerCost:</b> Retail cost of electric power per kilowatt-hour in dollars</p>,,,
azone_veh_use_taxes.csv,I,VETravelPerformance ,CalculateVehicleOperatingCost ,calculates vehicle operating costs per mile of travel and uses those costs to determine the proportional split of DVMT among household vehicles. ,<p>Contains user inputs regarding vehicle use taxes including fuel tax and VMT (mileage) tax. It also includes input for levying a fuel-equivalent tax on travel by plug-in vehicles<br/><hr/><b>Geo:</b> Azones<br/><b>Year:</b> model run years<br/><b>FuelTax:</b> Tax per gas gallon equivalent of fuel in dollars<br/><b>VmtTax:</b> Tax per mile of vehicle travel in dollars<br/><b>PevSurchgTaxProp:</b> Proportion of equivalent gas tax per mile paid by hydrocarbon fuel consuming vehicles to be charged to plug-in electric vehicles per mile of travel powered by electricity</p>,,,
region_prop_externalities_paid.csv,I,VETravelPerformance ,CalculateVehicleOperatingCost ,calculates vehicle operating costs per mile of travel and uses those costs to determine the proportional split of DVMT among household vehicles. ,"<p>Contains user inputs regarding the proportion of vehicle externality costs (climate change costs, other costs) that are paid by vehicle users.<br/><hr/><b>Year:</b>model run years<br/><b>PropClimateCostPaid:</b> Proportion of climate change costs paid by users (i.e. ratio of carbon taxes to climate change costs)<br/><b>PropOtherExtCostPaid	:</b> Proportion of other social costs paid by users </p>",,,
region_co2e_costs.csv,I,VETravelPerformance ,CalculateVehicleOperatingCost ,calculates vehicle operating costs per mile of travel and uses those costs to determine the proportional split of DVMT among household vehicles. ,<p>Allows users to specify a different cost of carbon pollution than the cost included as a model parameter<br/><hr/><b>Year:</b> model run year<br/><b>CO2eCost:</b> Environmental and social cost of CO2e emissions per metric ton</p>,,,
region_road_cost.csv,I,VETravelPerformance ,BalanceRoadCostsAndRevenues ,"calculates an extra mileage tax ($ per vehicle mile traveled) for household vehicles needed to make up any difference in the cost of constructing, maintaining, and operating roadways and the revenues from fuel, VMT, and congestion taxes","<p>Includes unit costs for freeway and arterial operation, preservation, modernization, and other costs<br/><hr/><b>Year:</b> model run years<br/><b>RoadBaseModCost:</b> Average base modernization cost per light-duty vehicle mile travled (dollar per vehicle mile).Base modernization includes roadway improvements exlusive of addition of lanes<br/><b>RoadPresOpMaintCost:</b> Average road preservation, operations, and maintenance cost per light-duty vehicle mile traveled (dollars per vehicle mile).<br/><b>RoadOtherCost:</b> Average other road cost (e.g. administration, planning, project development, safety) per light-duty vehicle mile traveled (dollars per vehicle mile).<br/><b>FwyLnMiCost:</b> Average cost to build one freeway lane-mile (dollars per lane-mile)<br/><b>ArtLnMiCost:</b> Average cost to build one arterial lane-mile (dollars per lane-mile)<br/><b>HvyTrkPCE:</b> Passenger car equivalent (PCE) for heavy trucks. PCE indicates the number of light-duty vehicles a heavy truck is equivalent to in calculating road capacity.</p>",,,
region_comsvc_lttrk_prop.csv,I,VETravelPerformance ,CalculateComEnergyAndEmissions ,calculates the energy consumption and carbon emissions of heavy trucks and light-duty commercial service vehicles.,<p>Contains user input for the light truck proportion of the commercial service vehicle fleet<br/><hr/><b>Year:</b> model run years<br/><b>ComSvcLtTrkProp:</b> Regional proportion of commercial service vehicles that are light trucks</p>,,,
region_comsvc_veh_mean_age.csv,I,VETravelPerformance ,CalculateComEnergyAndEmissions ,calculates the energy consumption and carbon emissions of heavy trucks and light-duty commercial service vehicles.,<p>Contains user input for the average age of commercial service vehicles<br/><hr/><b>Year:</b> model run years<br/><b>AveComSvcVehicleAge:</b> Average age of commercial service vehicles</p>,,,
